Time,FZ,C3,CZ,C4
1216099.5997102,305457.0,312258.09375,318686.09375,300291.15625
1216099.6083877,305339.5,312104.75,318528.65625,300212.46875
1216099.6179203,305002.875,312308.96875,318299.75,299636.5
1216099.6179661,304875.46875,312549.5625,318253.28125,299289.78125
1216099.6196465,305156.03125,312521.65625,318497.09375,299693.0
1216099.6222382,305447.5,312253.15625,318679.03125,300275.0625
1216099.6259711,305341.03125,312106.1875,318531.59375,300212.1875
1216099.6354115,305009.15625,312312.1875,318306.8125,299641.40625
1216099.6354571,304875.125,312543.65625,318255.40625,299289.78125
1216099.6371451,305152.1875,312504.84375,318493.15625,299689.15625
1216099.6459324,305445.8125,312235.75,318675.28125,300271.375
1216099.6527867,305337.625,312085.4375,318522.3125,300204.59375
1216099.6528318,305002.0,312285.96875,318291.28125,299635.25
1216099.6547668,304876.1875,312532.03125,318248.96875,299295.875
1216099.6715946,305151.46875,312504.3125,318492.71875,299700.4375
1216099.6716392,305437.75,312233.3125,318672.0625,300280.5
1216099.6734856,305325.03125,312084.28125,318518.53125,300213.4375
1216099.6766187,304992.59375,312295.8125,318293.6875,299640.25
1216099.6766622,304866.0,312540.96875,318249.4375,299295.0625
1216099.6785098,305151.65625,312518.34375,318498.59375,299704.625
1216099.6809471,305447.6875,312256.375,318684.84375,300294.375
1216099.7083648,305328.5,312092.78125,318518.09375,300213.96875
1216099.7084078,304993.9375,312294.9375,318285.8125,299635.0625
1216099.7084189,304870.65625,312540.6875,318241.75,299288.0
1216099.7109227,305152.5625,312517.09375,318488.9375,299692.84375
1216099.7134229,305449.3125,312253.78125,318676.15625,300278.0
1216099.7209846,305342.09375,312104.9375,318528.28125,300216.03125
1216099.7234408,304996.53125,312302.53125,318296.53125,299636.25
1216099.7259228,304861.09375,312543.21875,318249.4375,299284.40625
1216099.7283815,305141.1875,312520.5,318495.75,299690.3125
1216099.7309599,305428.65625,312242.71875,318672.78125,300270.3125
1216099.7334621,305327.4375,312089.65625,318522.03125,300210.125
1216099.7365302,304992.4375,312287.21875,318288.3125,299634.90625
1216099.7365685,304859.03125,312521.03125,318238.625,299283.53125
1216099.7384621,305138.78125,312491.0,318484.3125,299688.28125
1216099.7501801,305435.8125,312225.1875,318672.21875,300276.65625
1216099.7502121,305338.0625,312081.875,318527.9375,300220.875
1216099.7546148,304995.46875,312280.15625,318292.4375,299642.84375
1216099.757022,304866.90625,312527.5625,318250.21875,299295.9375
1216099.7600867,305147.0,312507.71875,318496.0,299699.71875
1216099.7601064,305436.4375,312240.28125,318677.78125,300281.5
1216099.7707769,305331.375,312093.03125,318530.625,300221.5
1216099.7738398,304987.15625,312294.9375,318294.75,299637.65625
1216099.77386,304854.65625,312542.3125,318248.90625,299284.96875
1216099.779523,305138.25,312524.4375,318493.78125,299689.15625
1216099.7887938,305436.0625,312259.78125,318679.375,300277.28125
1216099.7888042,305325.125,312100.09375,318523.0,300208.0
1216099.7907205,304984.125,312300.03125,318288.59375,299627.125
1216099.7944789,304844.90625,312539.625,318237.53125,299269.65625
1216099.8038052,305123.59375,312517.0,318484.75,299673.4375
1216099.8038189,305419.09375,312250.5625,318674.03125,300264.21875
1216099.8057213,305318.6875,312097.4375,318531.96875,300212.90625
1216099.8170122,304985.8125,312301.4375,318305.5,299642.6875
1216099.8199511,304855.53125,312544.09375,318257.28125,299291.75
1216099.8199591,305121.71875,312503.96875,318491.1875,299682.90625
1216099.8269992,305425.34375,312242.34375,318681.96875,300277.28125
1216099.8294946,305326.1875,312091.34375,318535.625,300224.4375
1216099.8319927,304986.96875,312289.90625,318305.5,299651.15625
1216099.8363873,304849.09375,312528.625,318253.8125,299294.0
1216099.8363951,305133.78125,312513.0625,318502.4375,299698.28125
1216099.8445257,305425.25,312241.46875,318685.8125,300282.90625
1216099.8514411,305326.375,312089.90625,318540.4375,300228.46875
1216099.8514735,304990.5625,312296.0,318310.03125,299654.46875
1216099.8533778,304848.5625,312535.96875,318252.125,299286.375
1216099.8621319,305129.03125,312517.46875,318498.875,299686.03125
1216099.8665254,305430.15625,312254.6875,318687.96875,300279.875
1216099.866563,305339.40625,312113.59375,318553.59375,300237.84375
1216099.8727249,304995.1875,312308.34375,318315.9375,299656.4375
1216099.8727645,304861.0,312552.3125,318263.28125,299295.875
1216099.8747115,305128.9375,312518.875,318496.0,299686.46875
1216099.888414,305427.5625,312252.8125,318683.21875,300280.21875
1216099.8914363,305326.09375,312097.25,318534.0,300226.0625
1216099.8914698,304987.40625,312296.4375,318302.09375,299649.375
1216099.8934894,304855.90625,312547.5,318257.03125,299292.03125
1216099.8971358,305121.4375,312510.40625,318486.1875,299676.46875
1216099.9058517,305409.96875,312230.90625,318663.75,300257.6875
1216099.9101185,305309.1875,312072.65625,318516.75,300207.71875
1216099.9101553,304978.3125,312275.25,318288.21875,299638.46875
1216099.9234918,304843.46875,312520.125,318238.25,299283.0625
1216099.9263224,305112.15625,312493.21875,318474.90625,299675.5
1216099.926358,305409.25,312227.34375,318665.625,300273.25
1216099.9340006,305311.0,312072.5625,318522.125,300225.34375
1216099.9340327,304973.75,312269.625,318286.71875,299645.53125
1216099.9359189,304833.71875,312511.375,318229.9375,299277.96875
1216099.9396195,305109.8125,312492.59375,318474.03125,299671.09375
1216099.951475,305408.96875,312229.5625,318665.78125,300267.0
1216099.9515065,305321.1875,312085.8125,318532.125,300228.03125
1216099.9539506,304975.96875,312277.125,318290.09375,299641.875
1216099.9539871,304839.71875,312524.15625,318235.03125,299274.125
1216099.9558704,305115.53125,312505.84375,318476.53125,299667.0
1216099.9646298,305410.5,312238.15625,318665.25,300260.28125
1216099.9689735,305314.84375,312082.125,318524.8125,300218.0
1216099.9690084,304978.65625,312277.84375,318290.90625,299642.75
1216099.9721728,304853.03125,312535.15625,318246.75,299285.125
1216099.9865272,305129.65625,312513.875,318487.6875,299676.375
1216099.9865648,305424.53125,312240.28125,318672.9375,300267.1875
1216099.9953475,305332.4375,312085.875,318531.96875,300226.9375
1216099.9953803,305003.5,312289.90625,318305.5625,299658.9375
1216100.0014723,304859.84375,312531.3125,318249.875,299292.46875
1216100.0015014,305120.90625,312500.5625,318483.84375,299678.625
1216100.0152253,305423.90625,312235.03125,318680.46875,300281.40625
1216100.0152571,305328.5,312080.53125,318541.0625,300239.5625
1216100.0183507,304980.4375,312268.625,318301.0,299658.5
1216100.0183824,304842.21875,312518.4375,318246.21875,299296.40625
1216100.0183904,305109.28125,312493.84375,318480.90625,299682.46875
1216100.0222366,305412.8125,312230.09375,318674.46875,300280.0625
1216100.0258464,305325.8125,312079.09375,318538.84375,300239.8125
1216100.0301549,304991.0,312280.78125,318305.5,299666.0
1216100.0301916,304846.875,312527.375,318248.8125,299293.8125
1216100.0484153,305123.0625,312513.875,318497.8125,299689.4375
1216100.0520629,305418.90625,312243.4375,318686.1875,300281.3125
1216100.052104,305319.75,312082.125,318540.0,300232.3125
1216100.0521158,304986.71875,312283.3125,318310.75,299663.0625
1216100.0552114,304837.84375,312521.46875,318246.46875,299286.28125
1216100.0552428,305109.8125,312505.21875,318486.96875,299675.65625
1216100.0633834,305408.71875,312239.5,318680.28125,300273.625
1216100.0701846,305317.6875,312083.9375,318540.1875,300234.53125
1216100.0702214,304983.40625,312284.65625,318312.625,299665.65625
1216100.0838871,304836.59375,312526.9375,318253.8125,299292.90625
1216100.0839185,305101.59375,312501.28125,318486.8125,299675.75
1216100.0888723,305406.21875,312233.21875,318678.84375,300276.375
1216100.0889087,305320.8125,312077.40625,318539.90625,300243.125
1216100.090742,304978.65625,312266.40625,318298.15625,299661.90625
1216100.0932479,304833.1875,312509.9375,318238.0625,299285.3125
1216100.1020952,305109.90625,312496.34375,318480.90625,299675.84375
1216100.1052112,305411.21875,312231.90625,318674.90625,300278.09375
1216100.1052489,305311.15625,312069.15625,318526.3125,300231.6875
1216100.1071541,304975.1875,312268.71875,318292.53125,299656.8125
1216100.1214852,304834.1875,312518.8125,318236.375,299285.21875
1216100.1215221,305104.90625,312501.28125,318475.1875,299671.90625
1216100.1232967,305409.6875,312239.03125,318672.59375,300273.53125
1216100.1259064,305319.375,312083.125,318529.71875,300230.78125
1216100.1295476,304990.1875,312283.21875,318296.8125,299657.875
1216100.146523,304849.03125,312527.28125,318235.5625,299281.46875
1216100.1466045,305121.4375,312507.25,318474.1875,299666.90625
1216100.1484884,305424.1875,312243.5,318672.3125,300270.03125
1216100.1509051,305328.875,312078.5625,318525.96875,300227.40625
1216100.1534045,304994.84375,312274.8125,318295.03125,299657.875
1216100.1558876,304842.59375,312513.625,318230.21875,299279.0625
1216100.1627335,305111.875,312495.28125,318468.125,299663.3125
1216100.162774,305410.5,312223.9375,318659.90625,300261.71875
1216100.1646581,305317.25,312058.875,318512.8125,300221.75
1216100.1734166,304976.25,312246.65625,318270.4375,299643.75
1216100.1802253,304832.5625,312489.375,318206.6875,299265.90625
1216100.180261,305101.25,312466.6875,318442.90625,299648.46875
1216100.1826682,305412.09375,312210.34375,318644.0625,300259.03125
1216100.182701,305327.15625,312055.9375,318505.65625,300227.125
1216100.1934152,304985.8125,312248.15625,318269.0,299649.75
1216100.1965225,304835.15625,312494.75,318208.75,299272.53125
1216100.1965589,305101.0625,312479.71875,318446.3125,299654.46875
1216100.2020932,305405.40625,312220.90625,318645.21875,300261.0
1216100.2057879,305314.21875,312058.8125,318503.875,300224.90625
1216100.2126328,304979.03125,312251.125,318270.34375,299652.0625
1216100.2126576,304841.0625,312502.96875,318215.375,299278.53125
1216100.2207869,305110.1875,312484.90625,318449.875,299654.46875
1216100.2239745,305416.5625,312223.3125,318645.5,300257.0
1216100.2240122,305323.15625,312060.40625,318502.0,300219.96875
1216100.2258833,304984.90625,312256.5625,318268.90625,299646.6875
1216100.2371187,304835.34375,312504.59375,318211.875,299270.84375
1216100.240206,305102.84375,312486.6875,318453.09375,299654.46875
1216100.2402382,305400.9375,312214.46875,318642.90625,300250.71875
1216100.2420544,305319.03125,312058.1875,318508.875,300223.5625
1216100.2520857,304987.15625,312253.78125,318277.59375,299656.09375
1216100.2546105,304834.0,312492.875,318210.90625,299269.21875
1216100.2571127,305101.59375,312474.53125,318443.34375,299644.28125
1216100.2658215,305414.875,312218.03125,318649.625,300258.875
1216100.2688351,305325.46875,312056.75,318513.53125,300233.21875
1216100.268853,304993.78125,312257.625,318287.875,299670.65625
1216100.2707655,304836.0625,312496.0,318218.84375,299280.40625
1216100.284521,305100.96875,312478.84375,318455.25,299657.4375
1216100.287605,305412.65625,312220.34375,318661.3125,300269.6875
1216100.2876222,305317.78125,312049.9375,318514.59375,300230.15625
1216100.2895128,304988.21875,312249.5,318283.40625,299661.53125
1216100.2932893,304844.71875,312501.4375,318224.3125,299283.25
1216100.3019912,305116.15625,312493.40625,318465.34375,299666.8125
1216100.3064015,305423.28125,312232.78125,318669.0,300276.84375
1216100.3064192,305338.0625,312074.96875,318538.21875,300250.46875
1216100.308262,304993.21875,312265.40625,318300.03125,299672.90625
1216100.3451311,304850.90625,312520.40625,318246.3125,299297.28125
1216100.3451554,305115.09375,312498.9375,318481.78125,299673.15625
1216100.3475851,305418.09375,312230.375,318679.125,300279.0625
1216100.3476028,305335.40625,312073.625,318544.28125,300256.09375
1216100.3536204,305001.0,312270.0625,318314.15625,299688.4375
1216100.3536372,304848.21875,312513.25,318247.625,299302.125
1216100.3536424,305118.40625,312504.21875,318489.03125,299682.46875
1216100.3536478,305425.0625,312238.78125,318690.28125,300290.0625
1216100.3589759,305335.21875,312072.5625,318552.53125,300263.59375
1216100.3590226,304991.71875,312260.21875,318312.90625,299689.875
1216100.3616051,304843.03125,312512.1875,318251.3125,299311.0625
1216100.3616493,305109.65625,312500.28125,318485.65625,299688.90625
1216100.3634843,305412.09375,312231.4375,318682.34375,300296.78125
1216100.3722207,305326.4375,312068.53125,318546.625,300274.34375
1216100.3772815,304993.84375,312270.25,318319.15625,299709.71875
1216100.3773361,304843.46875,312523.90625,318260.15625,299326.4375
1216100.3773496,305100.96875,312508.25,318491.28125,299694.96875
1216100.3796915,305410.75,312249.6875,318695.3125,300304.65625
1216100.3834766,305328.6875,312087.15625,318561.1875,300283.0
1216100.3922061,304986.78125,312272.46875,318319.96875,299706.59375
1216100.3967163,304829.25,312517.625,318252.125,299316.34375
1216100.3967616,305100.78125,312511.28125,318490.28125,299694.53125
1216100.4072293,305412.90625,312250.5625,318693.15625,300302.84375
1216100.4102757,305333.25,312082.75,318559.84375,300278.625
1216100.4103194,304999.75,312268.71875,318325.0625,299707.21875
1216100.4246479,304849.03125,312519.15625,318261.9375,299322.59375
1216100.424694,305114.65625,312511.1875,318500.125,299696.0625
1216100.4247079,305430.875,312257.1875,318711.40625,300312.15625
1216100.4273663,305342.1875,312089.1875,318574.6875,300289.53125
1216100.4297387,305001.5625,312276.9375,318336.15625,299716.96875
1216100.4322347,304847.15625,312526.21875,318270.875,299331.09375
1216100.4359671,305116.71875,312523.96875,318517.125,299714.09375
1216100.4448311,305414.0625,312253.53125,318710.40625,300316.09375
1216100.4478065,305323.15625,312081.25,318569.0625,300292.3125
1216100.4478504,304989.3125,312273.375,318336.5,299731.0
1216100.4558007,304837.125,312522.71875,318269.46875,299344.6875
1216100.4640649,305100.53125,312513.96875,318505.40625,299715.8125
1216100.4641094,305407.1875,312248.625,318707.09375,300324.84375
1216100.466032,305331.46875,312088.03125,318577.65625,300311.15625
1216100.4684879,305010.84375,312287.78125,318355.5625,299757.46875
1216100.4722349,304849.09375,312527.8125,318284.46875,299363.1875
1216100.4866193,305109.28125,312518.875,318521.125,299734.59375
1216100.4866635,305415.21875,312254.15625,318722.21875,300343.90625
1216100.4885001,305336.03125,312085.0,318587.84375,300326.8125
1216100.4910423,305005.75,312272.21875,318353.5,299763.8125
1216100.4972256,304853.03125,312521.21875,318289.65625,299377.59375
1216100.501615,305114.5625,312512.53125,318524.34375,299742.375
1216100.501658,305423.5625,312249.5,318726.6875,300346.75
1216100.5098242,305352.375,312089.46875,318595.25,300330.125
1216100.5140559,305031.78125,312287.21875,318369.40625,299772.65625
1216100.5141005,304861.625,312521.3125,318286.53125,299365.875
1216100.5222211,305116.09375,312507.25,318513.8125,299726.625
1216100.5266105,305419.34375,312245.9375,318712.90625,300332.28125
1216100.5266551,305335.9375,312076.6875,318576.9375,300314.21875
1216100.532321,305003.96875,312266.03125,318343.21875,299751.75
1216100.5366026,304853.84375,312522.03125,318278.9375,299364.25
1216100.5366544,305108.5625,312507.4375,318506.84375,299721.8125
1216100.5447176,305420.59375,312249.25,318711.5625,300330.40625
1216100.5478271,305348.0,312088.75,318580.84375,300317.875
1216100.5478728,305001.90625,312264.4375,318330.59375,299737.71875
1216100.5560986,304844.0,312518.09375,318259.875,299342.34375
1216100.5584436,305108.375,312517.09375,318493.34375,299702.21875
1216100.5620755,305423.09375,312260.3125,318701.5625,300311.78125
1216100.5697058,305352.03125,312101.1875,318574.6875,300300.4375
1216100.5729236,305011.84375,312277.65625,318329.4375,299724.9375
1216100.5729692,304857.34375,312525.875,318259.53125,299332.6875
1216100.5834949,305120.5625,312520.84375,318494.03125,299694.875
1216100.5866144,305427.3125,312259.0625,318696.09375,300298.75
1216100.5866587,305341.90625,312080.34375,318559.40625,300278.96875
1216100.592212,305008.96875,312263.1875,318321.03125,299710.25
1216100.5967242,304857.15625,312516.21875,318255.40625,299318.03125
1216100.5967687,305116.25,312509.5,318487.78125,299677.625
1216100.6022268,305428.8125,312252.8125,318695.75,300289.71875
1216100.6140631,305357.9375,312092.9375,318571.375,300285.96875
1216100.6141068,305016.3125,312270.0625,318328.65625,299716.25
1216100.6166113,304849.03125,312509.9375,318249.15625,299314.5625
1216100.6166556,305103.90625,312503.15625,318480.0,299675.125
1216100.6185384,305412.28125,312247.96875,318689.59375,300290.6875
1216100.6272684,305330.9375,312075.34375,318556.375,300279.53125
1216100.6415639,304994.3125,312255.125,318315.5,299714.375
1216100.6416059,304835.53125,312504.65625,318243.34375,299318.75
1216100.6440459,305085.15625,312492.4375,318464.90625,299668.34375
1216100.6440914,305391.53125,312228.9375,318667.5,300275.6875
1216100.6467191,305316.53125,312060.6875,318537.75,300265.3125
1216100.6467642,304986.09375,312249.3125,318301.46875,299703.46875
1216100.6572412,304834.0,312505.3125,318234.84375,299311.40625
1216100.6639803,305094.625,312504.40625,318468.90625,299669.6875
1216100.6640314,305419.71875,312262.5625,318687.15625,300290.25
1216100.679074,305338.0,312087.0625,318548.21875,300273.4375
1216100.6791176,304996.375,312260.84375,318300.75,299698.375
1216100.6817172,304840.15625,312513.34375,318233.0625,299297.65625
1216100.6817623,305097.65625,312508.53125,318462.5625,299649.8125
1216100.6840782,305409.59375,312250.65625,318670.71875,300261.5625
1216100.6841226,305335.46875,312079.28125,318544.5625,300257.15625
1216100.6922222,304998.59375,312256.46875,318305.65625,299692.28125
1216100.699072,304833.5625,312500.90625,318228.5,299290.84375
1216100.6991177,305098.28125,312505.46875,318466.25,299654.125
1216100.7079542,305407.28125,312242.96875,318669.5625,300260.375
1216100.7079977,305325.90625,312064.78125,318534.53125,300247.25
1216100.7103328,304994.84375,312248.53125,318299.0625,299686.65625
1216100.710378,304833.90625,312500.65625,318224.3125,299288.875
1216100.718491,305083.4375,312495.8125,318445.84375,299637.5625
1216100.7278173,305396.46875,312241.0,318656.21875,300252.6875
1216100.7278608,305330.84375,312074.53125,318533.03125,300252.78125
1216100.7426995,304993.0625,312251.03125,318289.40625,299683.625
1216100.7427559,304825.25,312497.34375,318211.875,299280.40625
1216100.7458841,305077.46875,312491.09375,318437.8125,299627.46875
1216100.745928,305396.09375,312236.28125,318650.6875,300240.8125
1216100.7459396,305324.3125,312066.125,318521.59375,300236.0625
1216100.750318,304992.34375,312249.15625,318283.40625,299673.96875
1216100.7503626,304836.3125,312504.03125,318214.90625,299277.625
1216100.7634934,305091.84375,312503.15625,318446.3125,299630.875
1216100.7667154,305405.5,312247.0,318657.125,300246.4375
1216100.7667605,305333.15625,312073.90625,318531.78125,300244.125
1216100.7720999,304993.6875,312251.46875,318291.53125,299679.78125
1216100.780245,304828.46875,312501.28125,318216.53125,299278.53125
1216100.7802883,305086.40625,312500.28125,318447.1875,299629.34375
1216100.7822448,305407.625,312247.90625,318665.625,300248.59375
1216100.7861071,305338.96875,312075.875,318542.15625,300250.5625
1216100.797821,305005.46875,312258.90625,318307.4375,299695.59375
1216100.7978644,304844.28125,312515.03125,318238.0625,299299.96875
1216100.800283,305087.75,312506.09375,318459.09375,299642.6875
1216100.8003289,305402.71875,312255.40625,318675.28125,300261.625
1216100.8022161,305329.40625,312082.75,318548.9375,300264.3125
1216100.8111032,304995.90625,312263.0,318312.375,299708.21875
1216100.8134898,304829.53125,312512.09375,318238.15625,299307.5625
1216100.8172247,305086.84375,312520.5,318471.875,299659.21875
1216100.8259555,305405.65625,312271.21875,318686.8125,300275.0625
1216100.8302996,305332.0,312090.4375,318556.0,300274.875
1216100.8303547,304995.65625,312262.5625,318311.9375,299714.8125
1216100.8322322,304833.90625,312517.375,318237.96875,299314.375
1216100.8466132,305084.15625,312515.5,318464.8125,299660.8125
1216100.8466579,305410.3125,312266.125,318688.15625,300287.65625
1216100.8484477,305341.75,312087.5,318561.09375,300291.9375
1216100.8510975,305001.28125,312256.9375,318312.625,299724.46875
1216100.8546944,304837.5625,312510.84375,318239.3125,299318.21875
1216100.8590653,305093.71875,312516.21875,318469.09375,299664.5625
1216100.8591088,305417.1875,312265.59375,318687.6875,300284.875
1216100.8722131,305349.53125,312092.0625,318565.9375,300292.21875
1216100.875364,305010.59375,312264.96875,318324.25,299731.71875
1216100.8754072,304844.8125,312517.46875,318248.625,299331.96875
1216100.8771576,305099.34375,312525.0625,318483.40625,299684.6875
1216100.8796113,305413.09375,312269.25,318699.78125,300302.125
1216100.8884928,305336.5625,312084.90625,318570.3125,300301.78125
1216100.8979672,305002.34375,312258.90625,318333.1875,299749.0625
1216100.8980149,304836.6875,312514.5,318258.0,299346.65625
1216100.9010031,305086.9375,312520.125,318484.9375,299684.25
1216100.9147005,305413.90625,312274.8125,318708.71875,300308.125
1216100.9178165,305347.71875,312099.125,318585.78125,300316.1875
1216100.9178601,305003.5,312267.375,318336.40625,299749.34375
1216100.9198545,304835.59375,312516.03125,318255.25,299342.25
1216100.9221965,305089.78125,312521.03125,318482.34375,299688.4375
1216100.9309904,305406.03125,312266.21875,318693.34375,300301.78125
1216100.9340607,305341.03125,312091.25,318571.46875,300310.625
1216100.9341043,305003.96875,312258.53125,318324.0,299747.90625
1216100.9361,304844.375,312513.0,318247.0,299342.0
1216100.9472523,305090.15625,312512.53125,318467.125,299673.96875
1216100.9496954,305403.25,312258.90625,318680.5625,300284.15625
1216100.9528138,305336.75,312083.21875,318560.28125,300296.5
1216100.9528572,304995.5625,312250.40625,318313.8125,299735.84375
1216100.9554282,304830.25,312503.15625,318232.96875,299328.0625
1216100.955473,305077.71875,312501.8125,318454.0,299662.96875
1216100.9846759,305399.40625,312251.28125,318674.03125,300282.03125
1216100.9941305,305333.875,312070.875,318550.0,300288.1875
1216100.9941813,304997.71875,312241.625,318303.53125,299723.5
1216100.9959426,304829.625,312497.4375,318220.28125,299309.90625
1216100.9985644,305083.625,312509.21875,318447.90625,299650.90625
1216101.0009816,305402.71875,312260.40625,318667.40625,300270.40625
1216101.0034631,305339.5,312085.71875,318548.84375,300286.40625
1216101.005995,305000.125,312256.21875,318305.21875,299725.09375
1216101.0085508,304832.21875,312509.21875,318226.53125,299313.03125
1216101.0109849,305080.59375,312510.125,318447.28125,299647.0625
1216101.0135131,305403.6875,312259.59375,318665.96875,300266.90625
1216101.0159239,305343.0,312082.84375,318545.53125,300279.4375
1216101.0186142,305009.59375,312250.3125,318303.34375,299723.21875
1216101.0216196,304843.9375,312503.25,318224.84375,299313.65625
1216101.0216649,305094.875,312511.03125,318450.0625,299649.1875
1216101.0240588,305419.875,312266.40625,318671.78125,300271.90625
1216101.0241714,305350.25,312080.96875,318542.5,300277.5625
1216101.0322416,305011.125,312245.9375,318293.3125,299712.15625
1216101.0472885,304842.75,312499.9375,318211.875,299301.0625
1216101.0473338,305087.75,312506.46875,318435.75,299637.75
1216101.0473458,305403.4375,312254.25,318651.5,300252.25
1216101.0503311,305346.125,312078.28125,318536.15625,300271.125
1216101.0503753,305013.53125,312250.84375,318296.375,299718.03125
1216101.0522199,304838.28125,312499.5625,318210.4375,299301.40625
1216101.0559982,305083.34375,312504.03125,318434.0625,299633.71875
1216101.0698485,305401.1875,312253.34375,318654.4375,300254.9375
1216101.0746585,305338.15625,312076.3125,318534.53125,300271.84375
1216101.0747016,305009.3125,312254.6875,318300.84375,299723.75
1216101.0747132,304841.875,312511.09375,318225.65625,299315.96875
1216101.0778344,305079.34375,312508.15625,318441.21875,299640.96875
1216101.0778787,305404.0625,312259.15625,318664.28125,300266.1875
1216101.0959991,305341.46875,312075.78125,318543.75,300283.28125
1216101.103595,305010.9375,312242.1875,318300.9375,299727.25
1216101.1036442,304848.3125,312500.5625,318225.09375,299318.125
1216101.1036559,305092.375,312507.4375,318447.65625,299646.96875
1216101.1071711,305408.15625,312251.03125,318664.1875,300259.3125
1216101.1072145,305351.5,312074.28125,318550.1875,300279.0625
1216101.107226,305024.09375,312247.28125,318309.34375,299723.75
1216101.1097123,304857.34375,312506.71875,318228.15625,299311.40625
1216101.1234201,305091.40625,312505.46875,318440.3125,299632.375
1216101.1285532,305411.46875,312255.3125,318660.625,300253.59375
1216101.1286007,305359.4375,312082.5,318550.625,300282.1875
1216101.1286131,305033.1875,312256.375,318316.84375,299736.71875
1216101.1309845,304854.125,312501.90625,318228.59375,299316.53125
1216101.1346466,305095.25,312509.59375,318449.6875,299646.53125
1216101.1490888,305415.21875,312264.34375,318676.4375,300272.375
1216101.1491331,305354.15625,312083.5625,318562.09375,300297.3125
1216101.1554421,305024.53125,312257.625,318322.21875,299750.21875
1216101.155488,304846.4375,312510.46875,318235.21875,299331.4375
1216101.166666,305091.3125,312525.5,318464.1875,299661.96875
1216101.1667108,305417.75,312282.21875,318694.5,300291.9375
1216101.1690893,305350.9375,312090.1875,318570.40625,300309.03125
1216101.1691321,305016.9375,312256.46875,318328.1875,299758.09375
1216101.1710017,304848.125,312512.1875,318247.1875,299345.5625
1216101.1798654,305096.9375,312525.78125,318472.84375,299676.46875
1216101.1840859,305407.53125,312266.65625,318689.40625,300294.09375
1216101.1841295,305349.0625,312082.40625,318572.8125,300318.15625
1216101.1922176,305026.21875,312258.8125,318337.03125,299773.03125
1216101.2016079,304863.15625,312525.5,318263.09375,299366.3125
1216101.2016525,305094.8125,312526.5,318472.9375,299679.78125
1216101.204196,305412.5625,312277.84375,318693.25,300297.84375
1216101.2042407,305354.96875,312096.09375,318574.25,300318.3125
1216101.2059966,305024.71875,312259.15625,318329.4375,299763.46875
1216101.2147479,304859.3125,312516.21875,318250.5,299345.75
1216101.2215991,305104.375,312528.46875,318478.21875,299673.34375
1216101.2216432,305431.15625,312285.71875,318707.8125,300300.53125
1216101.2235364,305368.03125,312097.96875,318586.3125,300322.0625
1216101.2347444,305034.09375,312264.0625,318346.25,299775.625
1216101.2377522,304856.875,312520.9375,318261.9375,299358.96875
1216101.2377972,305094.8125,312533.09375,318485.8125,299686.84375
1216101.2396346,305411.65625,312287.0625,318712.28125,300315.625
1216101.2483284,305352.5625,312101.4375,318597.40625,300344.25
1216101.2515472,305017.65625,312260.40625,318353.125,299789.75
1216101.2515797,304848.125,312516.65625,318272.75,299375.4375
1216101.2534035,305096.40625,312535.15625,318500.84375,299704.1875
1216101.2621172,305415.3125,312283.21875,318724.28125,300327.71875
1216101.2664976,305357.65625,312097.78125,318608.75,300358.8125
1216101.2665325,305022.03125,312258.90625,318363.40625,299805.125
1216101.2720928,304846.15625,312515.9375,318279.90625,299384.28125
1216101.2808952,305084.875,312528.28125,318497.53125,299704.71875
1216101.2839847,305411.46875,312285.09375,318725.4375,300332.4375
1216101.2840186,305366.25,312109.5,318618.15625,300366.875
1216101.2898408,305035.34375,312272.84375,318369.59375,299811.65625
1216101.3016127,304862.78125,312533.1875,318280.71875,299387.6875
1216101.3016567,305102.40625,312546.59375,318499.3125,299706.34375
1216101.3039398,305424.96875,312300.1875,318725.53125,300329.6875
1216101.3039838,305374.46875,312119.25,318615.28125,300363.28125
1216101.3096218,305038.125,312278.46875,318364.5,299803.78125
1216101.3120781,304858.84375,312529.34375,318271.5,299372.40625
1216101.3158482,305096.5,312538.5625,318488.875,299689.34375
1216101.3245922,305427.9375,312300.71875,318721.75,300324.40625
1216101.3277915,305370.25,312115.5625,318608.84375,300356.78125
1216101.3278411,305030.96875,312271.21875,318358.25,299798.40625
1216101.3336092,304852.78125,312527.5625,318271.5,299375.0625
1216101.3378362,305091.03125,312544.375,318495.21875,299696.9375
1216101.3378815,305410.84375,312294.9375,318723.28125,300324.5
1216101.3459975,305366.34375,312113.6875,318615.0,300362.75
1216101.3527178,305038.375,312274.34375,318370.03125,299813.71875
1216101.3527683,304858.3125,312523.625,318275.09375,299380.09375
1216101.3611029,305091.3125,312532.3125,318485.46875,299685.3125
1216101.3653583,305422.65625,312293.125,318723.1875,300320.375
1216101.3654051,305373.21875,312107.625,318610.0,300355.34375
1216101.3940655,305046.25,312272.125,318366.28125,299808.6875
1216101.3941104,304869.21875,312529.09375,318273.21875,299378.28125
1216101.395997,305097.03125,312533.5625,318480.09375,299679.96875
1216101.4112646,305424.875,312288.75,318707.90625,300306.53125
1216101.4113201,305376.78125,312101.71875,318594.71875,300341.375
1216101.4113392,305043.84375,312259.15625,318347.15625,299790.09375
1216101.4113564,304866.90625,312518.625,318258.09375,299364.34375
1216101.4184071,305105.71875,312534.625,318476.4375,299677.53125
1216101.4184498,305436.96875,312295.375,318713.28125,300312.78125
